text,language
"    ""ఇప్పుడు మీకు మరో వ్యక్తిని పరిచయం చేయవల్సిన బాధ్యత నా మీదుంది. నాలో ఇంతటి పట్టుదలకి కారణమై న...",Telgu
கால்ஷீட் தரலை: தனுஷ் மீது தயாரிப்பாளர் புகார்,Tamil
'ಮಹಾನಟಿ' ಖ್ಯಾತಿಯ ಕೀರ್ತಿ ಸುರೇಶ್​ ಹೊಸ ಫೋಟೋಶೂಟ್​ ಹೇಗಿದೆ ಗೊತ್ತಾ..?,Kannada
"    ""ఎందుకని నిద్రమాత్రలు మింగింది?"" అడిగింది అర్చన.     ""చేజేతులా జీవితం నాశనం చేసుకున్నవాళ్ళు చి...",Telgu
சினிமா,Tamil
ಐಪಿಎಲ್ ಎಲಿಮಿನೇಟರ್: ಕೋಲ್ಕತ್ತಾ vs ರಾಜಸ್ಥಾನ್​​: ಕೋಲ್ಕತ್ತಾಗೆ 25 ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯ,Kannada
"     జయంతి అతని వేపు కొన్ని క్షణాలు చూసి చెప్పింది.     ""సారీ! మీరు నామీద పెట్టుకున్న ఆశలకు నేను భాద...",Telgu
மகளிர் நலத்திட்ட உதவிகள் வழங்கும் விழா : கைகலப்பால் பரபரப்பு,Tamil
ರಲ್ಲಿ ಎಲ್ಲರ ಮನಗೆದ್ದ ಅತ್ಯುತ್ತಮ ಗ್ಯಾಜೆಟ್​​ಗಳು,Kannada
"    మొదట మంగులు ఉలికిపడ్డాడు. తర్వాత రాంబాబు వంక ఆశ్చర్యంగా చూశాడు.     ""అదేంటి? దీపని ఆ రాకాగాడు ...",Telgu
தமிழ்நாடு,Tamil
ರಿಲೀಸ್​ ಆಯಿತು ವಿಭಿನ್ನ ಟೈಟಲ್​ನ 'ಎಂಎಂಸಿಎಚ್'​ ಸಿನಿಮಾದ ಆಡಿಯೋ,Kannada
"    ""ఉష? ఉషా! ఏమిటమ్మా అంటున్నావు"" అంటూ ప్రసాదరావు ఆర్తనాదం చేశాడు. ""అలాంటి మాటలు నేను భరించలేను చెల...",Telgu
விற்பனைக்கு வருகிறது ஏஆர்ரஹ்மானின் சுயசரிதை புத்தகம்,Tamil
ಕರೀನಾಗೆ ರಾಹುಲ್ ಗಾಂಧಿ ಜತೆ ಡೇಟಿಂಗ್ ಮಾಡಲು ಇಷ್ಟವಿತ್ತಂತೆ!,Kannada
    . పురోడాశము ఉంచిన పాత్రలలో ఒకటి నశించినచో యజమానికి సంవత్సరమునకు ఒక మాసము చొప్పున ఆయుష్యము క్...,Telgu
சினிமா,Tamil
ಚಿತ್ರೀಕರಣ ಪೂರ್ಣಗೊಳಿಸಿದ ರಾಕಿಂಗ್​ ಸ್ಟಾರ್​ ಯಶ್​ ಅಭಿನಯದ 'ಕೆಜಿಎಫ್​' ಸಿನಿ ತಂಡ..!,Kannada
                                              ౯                                  ధూమకేతు దర్శనము ...,Telgu
தமிழிசை பொன்ராதாகிருஷ்ணனிடம் ஒப்படைக்கப்பட்ட வாஜ்பாய் அஸ்தி,Tamil
ಇನ್ನಿಂಗ್ಸ್​​ನಲ್ಲೂ ಟೀಂ ಇಂಡಿಯಾಕ್ಕೆ ಕೊಹ್ಲಿ ಆಧಾರ: ಗೆಲುವಿಗೆ ಇನ್ನು 84 ರನ್ ಬಾಕಿ,Kannada
                                                                   హెల్త్__ సైన్స్                  ...,Telgu
தமிழ்நாடு,Tamil
ಜನರಲ್ಲಿ ಭಯ ಹುಟ್ಟಿಸಿಯೇ 900 ಕೋಟಿ ದೋಚಿಕೊಂಡ 'ದ ನನ್​',Kannada
    'డాక్టరు సునంద కూడా ఈ కోవకు చెందినదే అయివుండవచ్చు!' అనుకున్నాడు నవీన్.     తన ఎదుట కుర్చీలో ...,Telgu
பாடகராகும் சச்சின் டெண்டுல்கர்?,Tamil
ಬಿಡುಗಡೆ ಆಯಿತು 'ಝೀರೊ' ಸಿನಿಮಾದ ಟೀಸರ್​: ಶಾರುಖ್​ ಅನ್ನು ಎತ್ತಿಕೊಂಡು ಕುಣಿದ ಸಲ್ಲು,Kannada
సినిమాలో విలన్ హీరోయిన్ ని మానభంగం చేయటానికి విశ్వప్రయత్నం చేస్తుంటే దర్శకుడు భీభత్స రసాన్ని యథాశక్త...,Telgu
சினிமா,Tamil
ಇನ್​ಸ್ಟಾಗ್ರಾಂನಲ್ಲಿ ಮತ್ತೆ ಮಿಂಚುತ್ತಿರುವ ಪ್ರಿಯಾ ಪ್ರಕಾಶ್​ ವಾರಿಯರ್​..!,Kannada
"    ""ఎ ఎస్ పి శివరాజ్ సాబ్ ఆగయా! తోడాసాబాహర్ ఆ! బాత్ కరో!""     ఈ మాటలకు సమాధానంగా తలుపులు భళ్ళున త...",Telgu
வந்தாச்சு இன்னொரு கட்சி: மாதவனின் எம்ஜெடிஎம்கே,Tamil
ಕ್ರಿಕೆಟ್ ಬಿಟ್ಟು ಸಿನಿಮಾಗಾಗಿ ಬಣ್ಣ ಹಚ್ಚಿದ ವಿರಾಟ್​ ಕೊಹ್ಲಿ..!,Kannada
       ఆ కార్యక్రమం చూడాలని ప్రదీప్ కు ఉత్సాహంగా లేకపోయినా ఇంట్లో బిందు ఎలానూ లేదు కాబట్టి ఆ ఒంటరిత...,Telgu
தமிழ்நாடு,Tamil
ಚಹಾಧಿಪತಿ,Kannada
    హిమజ తను పూర్తిచేసిన  ఫీచర్నిచూసి తృప్తిగా తల పంకించింది. భారతదేశంలో  అత్యధిక సర్క్యులేషన్  వుండ...,Telgu
பெண் காவலரை பாலியல் வன்கொடுமை செய்த கான்ஸ்டபிள் கைது,Tamil
‘ಸ್ಟೇಟ್‍ಮೆಂಟ್ 8/11’ ಸಿನಿಮಾದ ಹಿಂದೂಸ್ಥಾನ್ ಹಾಡಿಗೆ ದನಿಯಾದ ಸುಹಾನಾ,Kannada
         ఉదయం తొమ్మిది గంటలవేళ అర్ధనారీశ్వరరావు ఆఫీసుకు వెళ్ళడానికని బయటికొచ్చాడు. డ్రైవరు కారు న...,Telgu
இந்தியா,Tamil
ಸಂಕಷ್ಟದಲ್ಲಿ ಟಿಕ್​ಟಾಕ್​ ಆ್ಯಪ್​: ನಿಯಮ ಉಲ್ಲಂಘನೆಗೆ 40 ಕೋಟಿ ದಂಡ,Kannada
"    ""అందరివలె నాకు కన్నతండ్రి ఉన్నాడా నాకు కట్నం ఇచ్చి పెళ్ళి చెయ్యడానికి?"" రాధిక మాటలు మళ్ళీ మళ్...",Telgu
வர்த்தகத்திற்காக மீண்டும் திமிங்கல வேட்டை  ஜப்பான் திட்டம்,Tamil
ರಾಜಕೀಯಕ್ಕೆ ಗೌತಮ್​ ಗಂಭೀರ್​ ಎಂಟ್ರಿ?: 2019ರಲ್ಲಿ ಯಾವ ಪಕ್ಷದಿಂದ ಸ್ಪರ್ಧಿಸುತ್ತಾರೆ ಗೊತ್ತಾ?,Kannada
     నృసింహస్వామి దేవాలయం పూజారికి మాత్రం ఇది కంటగింపుగా ఉంటోంది. మొదటి నుండి ఆయనకి వెంగమాంబ చేష్టలు...,Telgu
உலகம்,Tamil
ಮುದ್ದಾದ ಮಗುವಾದ ನಂತರವೂ ರಾಧಿಕಾ ಗರ್ಭಿಣಿಯಾಗಿದ್ದ ದಿನಗಳನ್ನು ಮಿಸ್​ ಮಾಡಿಕೊಳ್ಳುತ್ತಿರುವುದೇಕೆ..?,Kannada
                                                           ఉగాది దేవర     ఉగాది దేవరా- జగాలబ్రోవగ...,Telgu
 மாநிலங்களில் ஆட்சியமைக்கப் போவது யார்? இன்று வாக்கு எண்ணிக்கை,Tamil
ಕನ್ನಡಿಗನ ಸ್ಥಾನಕ್ಕೆ ಮತ್ತೊಬ್ಬ ಕನ್ನಡಿಗ: ಟೀಂ ಇಂಡಿಯಾ ಆರಂಭಿಕ ಸಮಸ್ಯೆಗೆ ಸಿಕ್ಕಿದೆ ಪರಿಹಾರ,Kannada
"    ""మల్లేష్ ముర్దాబాద్!""     రాజశేఖరం ప్రమీల కారువేపు నడిచారు.     తిరిగి తన భవనంలోకి నడుస్తూం...",Telgu
இந்தியா,Tamil
ತವರೂರಿನಲ್ಲಿ ನಡೆದ ಆರತಕ್ಷತೆಯಲ್ಲಿ ಮಿಂಚಿದ ದೀಪಿಕಾ- ರಣವೀರ್​,Kannada
ఇప్పుడతని చేతిలో ఫోన్ కనిపిస్తుంది. కానీ చూపులు మాత్రం స్విమింగ్ ఫూల్ లో ఈతకొడుతూ ఉన్న వయ్యారి భామల...,Telgu
தனி ஒருவனாய் துணிச்சலாக செயல்பட்ட போலீஸ்: ‘ஹனிமூன் பேக்கேஜ்’கொடுத்து பாராட்டு!,Tamil
ಆನ್​ಲೈನ್​ನಲ್ಲಿ ಕಿಂಗ್​ ಖಾನ್​ ಶಾರುಖ್​ರನ್ನೂ ಹಿಂದಿಕ್ಕಿದ ರಾಕಿಂಗ್​ ಸ್ಟಾರ್​ ಯಶ್​..!,Kannada
               ఈ రెండో కార్యక్రమానికి వినియోగించే 'ఫ్యూచర్ పీపుల్ని' అన్ని విధాలుగా పరీక్షించి కఠిన...,Telgu
இந்தியா,Tamil
ಬೆಕ್ಕು ಹೇಳಿದ ಮೊದಲ ಭವಿಷ್ಯ ನಿಜವಾಯಿತು: ಮಾತು ಬಾರದ ಪ್ರಾಣಿಗಳಿಗೆ ಇರುತ್ತಾ ವಿಶೇಷ ಶಕ್ತಿ?,Kannada
                                    ఉపసంహారము                                  తెలుగు వారి విందు-...,Telgu
கஜா புயலால் சிதைந்துபோன சிறுதலைக்காடு கிராமம் !,Tamil
ರೆಡ್ಡಿ ರಿಮೇಕ್ ರೈಟ್ಸ್ ಪಡೆದು ಏಳೆಂಟು ತಿಂಗಳಾಯಿತು: ಕನ್ನಡದ `ಅರ್ಜುನ್ ರೆಡ್ಡಿ' ಟೇಕಾಫ್​ ಆಗಿಲ್ಲ ಯಾಕೆ ?,Kannada
"    ""మరి అంతా తెలిసే నువ్వు..."" అన్నాను.     ""నేనూ మీ ఇంట్లో పడుకుంటానే ఈరోజు నుండీ"" అంది సుబ్బలక్...",Telgu
தமிழ்நாடு,Tamil
ಗ್ಲೋಬಲ್ ಮೊಬೈಲ್ ಅವಾರ್ಡ್ಸ್ ಪ್ರಶಸ್ತಿ ಗೆದ್ದ ಜಿಯೋ ಕ್ರಿಕೆಟ್ ಪ್ಲೇ ಅಲಾಂಗ್‌,Kannada
    అతని మాటల్లో నిజమున్నదా?          ఉండి ఉండవచ్చు.          చిత్తశుద్ది ఉన్నదా?          ఉ...,Telgu
மெக்சிகோ பட்டாசு சந்தையில் வெடிவிபத்து பேர் உயிரிழப்பு,Tamil
'ಭಾವೇಶ್ ಜೋಶಿ' ಚಿತ್ರದಲ್ಲಿ ಒಂದಾದ ಕಪೂರ್ ಸಹೋದರರು,Kannada
         రజియా చేత కబురు రంజిత్ కి పంపించడంవల్ల రంజిత్ మనుషులని పంపించాడని శీతల్ అనుకుంటున్నది ఆ ...,Telgu
உலகம்,Tamil
ಈ ವಾರ ತೆರೆ ಕಾಣಲಿರುವ ಸಿನಿಮಾಗಳ ವಿವರ,Kannada
"    సుధాకర్ మాటలు ఇంకా పూర్తి కానేకలేదు.     ""ఎస్ సర్! నీలిమ ఎలా దయ్యం  అయ్యిందనే విషయం  వదిలేయడ...",Telgu
ஆம் வகுப்பு சேர்க்கைக்கு லட்சம் லஞ்சம்: பள்ளி முதல்வர் கைது,Tamil
ಗಂಟೆಯಲ್ಲಿ ನೂರು ಕೋಟಿ ವ್ಯಾಪಾರ ನಡೆಸಿ ದಾಖಲೆ ನಿರ್ಮಿಸಿದ ಒನ್​ಪ್ಲಸ್​ 6,Kannada
"     ""యముండ"" అన్నాడు కోపంగా యమధర్మరాజు.     ""అబ్బ.....ఆ గెటప్ చూస్తేనే యమధర్మరాజుదని అర్ధమైంది. కాన...",Telgu
தமிழ்நாடு,Tamil
'ಸೂಪರ್​ ಸ್ಟಾರ್'​ ರಜನಿ ವೃತ್ತಿಜೀವನದ ಕ್ಲೈಮ್ಯಾಕ್ಸ್​​ನಲ್ಲಿ 'ಪೆಟ್ಟಾ' ನೀಡಲಿದೆಯಾ ಯಶಸ್ಸಿನ ಸಿಹಿ?,Kannada
    తనెవరు? కేప్టెన్ వినీల:     బిఎస్సీలో యూనివర్శిటీ ఫస్ట్. గోల్డ్ మెడలిస్ట్: ఇప్పటికే రెండువేల ఫ...,Telgu
உயிரைப் பணயம் வைத்து ஆற்றைக்கடக்கும் மலைவாழ் மக்கள்,Tamil
